User-added Candidate,LINCS Analog,LINCS Analog Name,Cell Line,Concordance,Similarity
ZINC13284559,LSM-3456,SMR000151874,HCC515,0.277,0.723
ZINC06407807,LSM-3893,Trequinsin,MCF7,0.271,0.723
ZINC38705828,LSM-3893,Trequinsin,MCF7,0.271,0.723
ZINC07303997,LSM-4548,AC1LP9YB,VCAP,0.27,0.723
ZINC38551291,LSM-4548,AC1LP9YB,VCAP,0.27,0.723
ZINC34686095,LSM-3068,Dilazep,MCF7,0.27,0.723
ZINC64390246,LSM-4876,MLS-0435555.0001,ASC,0.27,0.723
ZINC27549678,LSM-4777,F3284-4453,VCAP,0.269,0.723
ZINC11548394,LSM-4726,"3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide",A549,0.266,0.723
ZINC37624782,LSM-4726,"3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide",A549,0.266,0.723
ZINC39016926,LSM-4726,"3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide",A549,0.266,0.723
ZINC39016927,LSM-4726,"3-Chloro-n-{3-[(furan-2-ylmethyl)carbamoyl]-5,6-dihydro-4H-cyclopenta[b]thiophen-2-yl}-1-benzothiophene-2-carboxamide",A549,0.266,0.723
ZINC01290506,LSM-4873,ASN 04482516,PC3,0.265,0.723
ZINC39195376,LSM-1141,Momelotinib,SKBR3,0.264,0.723
ZINC09531647,LSM-4913,ZINC01045466,A549,0.264,0.723
ZINC13506740,LSM-45669,AGI-5198,YAPC,0.263,0.723
ZINC39632638,LSM-6290,AC55649,OV7,0.26,0.723
ZINC40327350,LSM-37894,SCHEMBL17783941,MCF7,0.26,0.723
ZINC12248446,LSM-43022,AC1NVEUR,HT29,0.259,0.723
ZINC00451730,LSM-1680,Metolazone,HELA,0.259,0.723
ZINC60386198,LSM-2220,MLS003128611,VCAP,0.258,0.723
ZINC39666144,LSM-41085,BRD-K70153099,VCAP,0.257,0.723
ZINC35829408,LSM-45801,Cinaciguat,MCF7,0.257,0.723
ZINC35829409,LSM-45801,Cinaciguat,MCF7,0.257,0.723
ZINC63280739,LSM-15098,BRD-K01678149,PC3,0.256,0.723
ZINC42955829,LSM-2321,F1298-0937,HCC515,0.256,0.723
ZINC08608507,LSM-2705,SMR001317718,VCAP,0.252,0.723
ZINC65476919,LSM-2705,SMR001317718,VCAP,0.252,0.723
ZINC39749952,LSM-2705,SMR001317718,VCAP,0.252,0.723
ZINC53644091,LSM-2705,SMR001317718,VCAP,0.252,0.723
ZINC44424513,LSM-4864,MLS-0435557.0001,ASC,0.252,0.723
ZINC40487232,LSM-4864,MLS-0435557.0001,ASC,0.252,0.723
ZINC52541554,LSM-4908,ZINC01043777,PC3,0.25,0.723
ZINC39710938,LSM-1149,SCHEMBL570779,HEPG2,0.25,0.723
ZINC36369729,LSM-1316,Thiocolchicoside,HELA,0.25,0.723
ZINC35095746,LSM-43264,Ibutilide,YAPC,0.249,0.723
ZINC36313733,LSM-1980,MLS003568137,A549,0.247,0.723
ZINC34714700,LSM-45428,Dronedarone HCl,HA1E,0.246,0.723
CHEMBL346863,LSM-1321,CHEMBL1085587,PC3,0.244,0.723
ZINC58758757,LSM-4154,MLS002473449,HCC515,0.24,0.723
ZINC39461375,LSM-2708,SMR000178575,HA1E,0.236,0.723
ZINC23230844,LSM-5233,Raltegravir,MCF7,0.231,0.723
ZINC40988462,LSM-2403,MLS000095184,HT29,0.23,0.723
ZINC49421091,LSM-4335,Doxazosin,HT29,0.23,0.723
ZINC18963807,LSM-4608,"2-(1,3-Benzoxazol-2-ylsulfanyl)-n-(2-methoxyphenyl)acetamide",HCC515,0.228,0.723
ZINC09379164,LSM-4608,"2-(1,3-Benzoxazol-2-ylsulfanyl)-n-(2-methoxyphenyl)acetamide",HCC515,0.228,0.723
ZINC07790492,LSM-3443,JNJ-16259685,A549,0.228,0.723
ZINC14472591,LSM-3459,KUC103853,PC3,0.224,0.723
ZINC39691238,LSM-45705,Siramesine (hydrochloride),PC3,0.223,0.723
ZINC07790665,LSM-6587,BRD-K37618507,A375,0.222,0.723
ZINC01339368,LSM-3192,SMR000043634,HT29,0.221,0.723
ZINC05993461,LSM-3884,VU0400193-3,HEPG2,0.22,0.723
ZINC01325144,LSM-3400,282089-49-0,HA1E,0.22,0.723
ZINC36301767,LSM-38363,BRD-K20278954,PC3,0.219,0.723
ZINC08670971,LSM-2951,T5285107,A549,0.216,0.723
ZINC45673921,LSM-14016,BRD-K90781287,VCAP,0.215,0.723
ZINC36306849,LSM-38507,BRD-K22836524,VCAP,0.215,0.723
ZINC36306851,LSM-38507,BRD-K22836524,VCAP,0.215,0.723
ZINC06941759,LSM-3853,MLS001065878,VCAP,0.214,0.723
ZINC17329589,LSM-3019,SMR001317717,MCF7,0.214,0.723
ZINC12317926,LSM-37236,N-(P-aminophenethyl)spiperone,NPC,0.213,0.723
ZINC13063689,LSM-1765,BRD-A72596465,HA1E,0.212,0.723
ZINC03333260,LSM-45404,KW-2478,YAPC,0.21,0.723
ZINC66442855,LSM-45366,,VCAP,0.21,0.723
ZINC38703950,LSM-2627,MLS003178539,A375,0.208,0.723
ZINC22402240,LSM-45325,,HL60,0.207,0.723
ZINC35098908,LSM-1261,CHEMBL3084797,A375,0.205,0.723
ZINC63308270,LSM-2909,AC1NH1CK,A375,0.205,0.723
ZINC67173887,LSM-5585,Bromfenac,PC3,0.204,0.723
ZINC20758001,LSM-3913,IAA-94,MCF7,0.204,0.723
ZINC36312951,LSM-4035,MLS-0437151.0001,A549,0.204,0.723
ZINC22527556,LSM-6822,CHEMBL2357005,HA1E,0.201,0.723
ZINC38666275,LSM-39630,BRD-K42951169,PC3,0.2,0.723
ZINC20330223,LSM-5933,ZINC150345845,MCF7,0.199,0.723
ZINC20330227,LSM-5933,ZINC150345845,MCF7,0.199,0.723
ZINC02928993,LSM-4201,VU0415011,A549,0.199,0.723
ZINC35497846,LSM-1482,CHEMBL153158,HA1E,0.198,0.723
ZINC13064431,LSM-38540,CHEMBL3188581,A549,0.198,0.723
ZINC39513864,LSM-5744,(-)-Lobeline,A375,0.198,0.723
ZINC12918560,LSM-3825,KUC104122,PC3,0.196,0.723
ZINC08416882,LSM-45818,NMS-1286937,YAPC,0.195,0.723
ZINC16079998,LSM-2184,KUC104131,A549,0.195,0.723
ZINC35033592,LSM-45892,Ramatroban,HELA,0.194,0.723
ZINC52908397,LSM-43021,MLS003429134,PC3,0.193,0.723
ZINC41585202,LSM-41288,BRD-K73937887,A549,0.191,0.723
ZINC07201126,LSM-3200,AC1MF5PT,PC3,0.19,0.723
ZINC11121930,LSM-1916,CHEMBL241271,MCF7,0.19,0.723
ZINC00866808,LSM-3245,VU0405166-2,VCAP,0.186,0.723
ZINC64727849,LSM-38760,BRD-K27398156,HT29,0.186,0.723
ZINC35886395,LSM-36716,NCGC00170233-01,MCF7,0.185,0.723
ZINC33712871,LSM-37564,SA-1939891,NKDBA,0.181,0.723
ZINC39673257,LSM-37564,SA-1939891,NKDBA,0.181,0.723
ZINC39599568,LSM-37564,SA-1939891,NKDBA,0.181,0.723
ZINC18062439,LSM-2004,AC1MK2WO,A375,0.181,0.723
ZINC04162317,LSM-1984,MLS002276535,VCAP,0.18,0.723
ZINC04162317,LSM-1984,MLS002276535,VCAP,0.18,0.723
ZINC12546623,LSM-2483,SR-02000000448,A549,0.18,0.723
ZINC08954304,LSM-2483,SR-02000000448,A549,0.18,0.723
ZINC33959478,LSM-3121,GR-103691,MCF7,0.177,0.723
ZINC06134098,LSM-40043,BRD-K50011261,VCAP,0.175,0.723
ZINC33256593,LSM-4197,SRC Kinase Inhibitor II,VCAP,0.174,0.723
ZINC19745653,LSM-37884,BRD-K11932360,A549,0.167,0.723
ZINC09209628,LSM-45667,GSK2636771,HA1E,0.163,0.723
ZINC13786302,LSM-45667,GSK2636771,HA1E,0.163,0.723
ZINC12714933,LSM-45667,GSK2636771,HA1E,0.163,0.723
ZINC30140858,LSM-2122,ST090534,A375,0.163,0.723
ZINC39687603,LSM-2468,Palmitoyl Dopamine,A549,0.389,0.722
ZINC39687604,LSM-2468,Palmitoyl Dopamine,A549,0.389,0.722
ZINC19941425,LSM-37493,BRD-K04076294,VCAP,0.38,0.722
ZINC12795538,LSM-3079,Prazosin,VCAP,0.343,0.722
ZINC39676571,LSM-3159,Amperozide,VCAP,0.34,0.722
ZINC49549557,LSM-5110,Pranoprofen,MCF7,0.34,0.722
ZINC04196792,LSM-2255,IN1436,PC3,0.339,0.722
ZINC67145524,LSM-42913,SMR000024485,A549,0.339,0.722
ZINC22401614,LSM-1493,ML162,THP1,0.332,0.722
ZINC06601387,LSM-4793,CHEMBL3182405,HEPG2,0.327,0.722
ZINC22888459,LSM-43103,ZINC06431970,VCAP,0.326,0.722
ZINC08891320,LSM-43103,ZINC06431970,VCAP,0.326,0.722
ZINC21368157,LSM-43103,ZINC06431970,VCAP,0.326,0.722
ZINC53202886,LSM-4213,MLS000715887,PC3,0.325,0.722
ZINC09425186,LSM-4057,AM 251,VCAP,0.322,0.722
ZINC40018808,LSM-3152,MLS002699341,MCF7,0.321,0.722
ZINC12190979,LSM-37414,BRD-K02515288,A549,0.319,0.722
ZINC39664106,LSM-37414,BRD-K02515288,A549,0.319,0.722
ZINC39652707,LSM-39847,BRD-K46532981,VCAP,0.318,0.722
ZINC13064971,LSM-39847,BRD-K46532981,VCAP,0.318,0.722
ZINC64836098,LSM-1737,SMR001318078,PC3,0.317,0.722
ZINC14651183,LSM-4148,BMS 191011,RMUGS,0.315,0.722
ZINC39675427,LSM-42176,BRD-K89966732,VCAP,0.313,0.722
ZINC39675391,LSM-42176,BRD-K89966732,VCAP,0.313,0.722
ZINC47309543,LSM-6225,HLI-373,NOMO1,0.313,0.722
ZINC47309540,LSM-6225,HLI-373,NOMO1,0.313,0.722
ZINC36366824,LSM-4766,FPH2,PC3,0.312,0.722
ZINC44877759,LSM-2358,SMR000132203,MCF7,0.311,0.722
ZINC36969328,LSM-1480,MLS002703292,VCAP,0.31,0.722
ZINC37129974,LSM-1480,MLS002703292,VCAP,0.31,0.722
ZINC41761666,LSM-1480,MLS002703292,VCAP,0.31,0.722
ZINC41761663,LSM-1480,MLS002703292,VCAP,0.31,0.722
ZINC37281466,LSM-1480,MLS002703292,VCAP,0.31,0.722
ZINC34747914,LSM-6617,CHEMBL1903707,HEPG2,0.309,0.722
ZINC03666083,LSM-2757,GP 2A,VCAP,0.307,0.722
ZINC43741158,LSM-2757,GP 2A,VCAP,0.307,0.722
ZINC38621748,LSM-43292,CHEMBL3347630,MCF7,0.302,0.722
ZINC53146409,LSM-2861,BCL-2 Inhibitor,MCF7,0.301,0.722
ZINC63230345,LSM-2069,Benoxinate,A375,0.301,0.722
ZINC63230350,LSM-2069,Benoxinate,A375,0.301,0.722
ZINC44636479,LSM-2900,ZM-39923,VCAP,0.299,0.722
ZINC42870632,LSM-2171,Tremorine,HT29,0.299,0.722
ZINC56737573,LSM-2618,Chloroguanide,A549,0.298,0.722
ZINC14023379,LSM-4571,BIX01294,NPC,0.297,0.722
ZINC14023376,LSM-4571,BIX01294,NPC,0.297,0.722
ZINC40826568,LSM-44934,CID 91122153,HT29,0.297,0.722
ZINC40826572,LSM-44934,CID 91122153,HT29,0.297,0.722
ZINC40826574,LSM-44934,CID 91122153,HT29,0.297,0.722
ZINC20534310,LSM-2351,Ropinirole,HA1E,0.297,0.722
ZINC12878628,LSM-1145,Olaparib,HCC515,0.296,0.722
ZINC02131867,LSM-1145,Olaparib,HCC515,0.296,0.722
ZINC06181525,LSM-1120,Canertinib,HCC515,0.295,0.722
ZINC14479020,LSM-1150,Y-39983,MDAMB231,0.293,0.722
ZINC14479018,LSM-1150,Y-39983,MDAMB231,0.293,0.722
ZINC50997043,LSM-5868,Moxisylyte,HELA,0.293,0.722
ZINC03443111,LSM-1209,GW620972X,ASC,0.293,0.722
ZINC19939673,LSM-40488,BRD-K58869442,A549,0.293,0.722
ZINC14466990,LSM-4845,MLS000562366,A549,0.292,0.722
ZINC14466991,LSM-4845,MLS000562366,A549,0.292,0.722
ZINC20701147,LSM-4845,MLS000562366,A549,0.292,0.722
ZINC09127029,LSM-6277,PF750,RKO,0.291,0.722
ZINC32577001,LSM-6277,PF750,RKO,0.291,0.722
ZINC33341991,LSM-6277,PF750,RKO,0.291,0.722
ZINC37077846,LSM-3024,313981-55-4,MCF7,0.291,0.722
ZINC22626081,LSM-2638,CHEMBL578162,VCAP,0.288,0.722
ZINC36066072,LSM-2638,CHEMBL578162,VCAP,0.288,0.722
ZINC66389743,LSM-3032,RHO Kinase Inhibitor II,A375,0.288,0.722
ZINC36118367,LSM-1372,Ethyl eburnamenine-14-carboxylate,HEPG2,0.287,0.722
ZINC21522487,LSM-10690,BRD-K37434447,VCAP,0.286,0.722
ZINC43547783,LSM-10169,BRD-K28668737,VCAP,0.286,0.722
ZINC08845303,LSM-4899,ST014147,VCAP,0.285,0.722
ZINC09581477,LSM-3979,AC1MCK4U,VCAP,0.285,0.722
ZINC11379948,LSM-45609,Zaurategrast,MCF7,0.284,0.722
ZINC63754604,LSM-1954,Hexylcaine,HA1E,0.28,0.722
ZINC08899236,LSM-3193,Risperidone,A549,0.28,0.722
ZINC09614648,LSM-4036,MLS000526305,HT29,0.279,0.722
ZINC40105308,LSM-4036,MLS000526305,HT29,0.279,0.722
ZINC39736578,LSM-6078,BRD-K07395346,A549,0.278,0.722
ZINC20082431,LSM-36763,PCL2_000121,HCC515,0.276,0.722
ZINC06135196,LSM-36763,PCL2_000121,HCC515,0.276,0.722
ZINC06194942,LSM-36763,PCL2_000121,HCC515,0.276,0.722
ZINC06782287,LSM-5893,Olmesartan,A549,0.276,0.722
ZINC32604693,LSM-4378,AG-205/37023070,VCAP,0.275,0.722
ZINC04848540,LSM-1392,SB 205384,MCF7,0.275,0.722
ZINC35004443,LSM-2619,CHEMBL3182146,HA1E,0.275,0.722
ZINC15652632,LSM-1297,Flecainide,VCAP,0.274,0.722
ZINC08928019,LSM-2379,Amiodarone,NPC,0.274,0.722
ZINC09471364,LSM-2379,Amiodarone,NPC,0.274,0.722
ZINC09471358,LSM-2379,Amiodarone,NPC,0.274,0.722
ZINC13063742,LSM-5949,Tandutinib,MCF7,0.272,0.722
ZINC24274146,LSM-2089,SMR000002300,PC3,0.271,0.722
ZINC61887458,LSM-1794,Cromakalim,A549,0.271,0.722
ZINC19077375,LSM-4548,AC1LP9YB,VCAP,0.27,0.722
ZINC19980837,LSM-4548,AC1LP9YB,VCAP,0.27,0.722
ZINC05983544,LSM-4548,AC1LP9YB,VCAP,0.27,0.722
ZINC63546993,LSM-4876,MLS-0435555.0001,ASC,0.27,0.722
ZINC63547056,LSM-4876,MLS-0435555.0001,ASC,0.27,0.722
ZINC12712815,LSM-2177,BRD-K08829932,HEPG2,0.269,0.722
ZINC57651964,LSM-4890,Troglitazone,VCAP,0.268,0.722
ZINC02322739,LSM-3142,SMR000076922,MCF7,0.268,0.722
ZINC63425676,LSM-2878,VU0366037-2,HT29,0.268,0.722
ZINC41801142,LSM-4894,Methiazole,HA1E,0.266,0.722
ZINC02249132,LSM-4873,ASN 04482516,PC3,0.265,0.722
ZINC40900283,LSM-4873,ASN 04482516,PC3,0.265,0.722
ZINC00937277,LSM-4873,ASN 04482516,PC3,0.265,0.722
ZINC35108500,LSM-36647,NCGC00170205-01,A549,0.265,0.722
ZINC13031556,LSM-2834,MRS 1220,HT29,0.264,0.722
ZINC50986801,LSM-4660,ZINC00164494,HCC515,0.264,0.722
ZINC11898447,LSM-39825,BRD-K46092809,A549,0.264,0.722
ZINC08758868,LSM-3113,MW-RAS9,A549,0.263,0.722
ZINC08016918,LSM-3113,MW-RAS9,A549,0.263,0.722
ZINC44737267,LSM-2550,Pirenperone,VCAP,0.262,0.722
ZINC57388097,LSM-13261,BRD-K79106177,VCAP,0.261,0.722
ZINC53986046,LSM-1945,AC1MSQZQ,PC3,0.26,0.722
ZINC07116430,LSM-1945,AC1MSQZQ,PC3,0.26,0.722
ZINC07116431,LSM-1945,AC1MSQZQ,PC3,0.26,0.722
ZINC36288138,LSM-9777,BRD-K22275321,VCAP,0.259,0.722
ZINC17105891,LSM-43022,AC1NVEUR,HT29,0.259,0.722
ZINC21800993,LSM-6291,VX-11E,HCT116,0.259,0.722
ZINC39836477,LSM-2409,CHEMBL2057940,MCF7,0.258,0.722
ZINC12323405,LSM-6697,PIK 90,VCAP,0.256,0.722
ZINC64869069,LSM-5050,Tosufloxacin,HA1E,0.253,0.722
ZINC11898483,LSM-6163,CHEMBL2143681,MCF7,0.252,0.722
ZINC35777847,LSM-4675,ZINC01207723,ASC,0.251,0.722
ZINC35777888,LSM-4675,ZINC01207723,ASC,0.251,0.722
ZINC39478399,LSM-42878,Flunarizine,PC3,0.248,0.722
ZINC65387060,LSM-6295,Fatostatin,SNGM,0.247,0.722
ZINC49146912,LSM-5259,Griseofulvin,HELA,0.247,0.722
ZINC12717463,LSM-39500,SA-1939126,NKDBA,0.246,0.722
ZINC32704127,LSM-6282,CL-976,HELA,0.245,0.722
ZINC36153521,LSM-1583,Dipivefrin,VCAP,0.244,0.722
ZINC44881666,LSM-1979,CHEMBL1698064,VCAP,0.244,0.722
ZINC06615187,LSM-5387,UNII-2V2JET5YTL,PC3,0.243,0.722
ZINC04178891,LSM-45324,,HA1E,0.243,0.722
ZINC35164554,LSM-3050,Flavoxate,MCF7,0.242,0.722
ZINC35428893,LSM-38627,BRD-K24798550,MCF7,0.241,0.722
ZINC09632493,LSM-45341,,HL60,0.241,0.722
ZINC13495804,LSM-39879,SA-1937536,MCF7,0.24,0.722
ZINC33937039,LSM-39879,SA-1937536,MCF7,0.24,0.722
ZINC09042254,LSM-4558,ST070885,PC3,0.239,0.722
ZINC20563857,LSM-40876,BRD-K65983169,PC3,0.238,0.722
ZINC36346407,LSM-37327,BRD-K00819343,PC3,0.238,0.722
ZINC39485736,LSM-5127,Azelastine,A375,0.238,0.722
ZINC13065014,LSM-41112,BRD-K70638773,VCAP,0.236,0.722
ZINC62892003,LSM-5396,Procaine,PC3,0.236,0.722
ZINC64798519,LSM-45540,LX-1031,HELA,0.236,0.722
ZINC64656944,LSM-45540,LX-1031,HELA,0.236,0.722
ZINC45552350,LSM-1305,Norketamine,HCC515,0.236,0.722
ZINC54163297,LSM-37132,BRD-K56060837-001-01-9,NPC,0.235,0.722
ZINC54163298,LSM-37132,BRD-K56060837-001-01-9,NPC,0.235,0.722
ZINC42448072,LSM-1683,CHEMBL301466,A375,0.235,0.722
ZINC64370080,LSM-4592,STK139547,VCAP,0.234,0.722
ZINC28837959,LSM-4592,STK139547,VCAP,0.234,0.722
ZINC12528886,LSM-3183,Arctigenin,VCAP,0.234,0.722
CHEMBL442749,LSM-3078,CHEMBL1436973,MCF7,0.227,0.722
ZINC39530232,LSM-6988,CHEMBL3187170,VCAP,0.225,0.722
ZINC00664069,LSM-6332,1268524-70-4,HT29,0.225,0.722
ZINC57866296,LSM-6332,1268524-70-4,HT29,0.225,0.722
ZINC63573260,LSM-15116,BRD-K17698750,PC3,0.224,0.722
ZINC63573521,LSM-15116,BRD-K17698750,PC3,0.224,0.722
ZINC39507620,LSM-3875,CHEMBL1788383,VCAP,0.223,0.722
ZINC63985876,LSM-45705,Siramesine (hydrochloride),PC3,0.223,0.722
ZINC63985878,LSM-45705,Siramesine (hydrochloride),PC3,0.223,0.722
ZINC22418196,LSM-40618,BRD-K61158263,VCAP,0.222,0.722
ZINC38676898,LSM-45251,AZD7687,YAPC,0.221,0.722
ZINC39662103,LSM-39930,BRD-K47950966,PC3,0.22,0.722
ZINC03271414,LSM-44965,SCHEMBL16892136,MCF7,0.22,0.722
ZINC24631889,LSM-45990,Lodoxamide,HT29,0.218,0.722
ZINC02527629,LSM-42882,MLS002264514,HEPG2,0.216,0.722
ZINC49517936,LSM-2290,Desoxypeganine,YAPC,0.215,0.722
ZINC39597538,LSM-41278,BRD-K73722380,PC3,0.215,0.722
ZINC09165012,LSM-2392,MLS001065860,VCAP,0.214,0.722
ZINC18595084,LSM-2392,MLS001065860,VCAP,0.214,0.722
ZINC49893863,LSM-3075,PSB 1115,HT29,0.213,0.722
ZINC05929613,LSM-4182,MLS002264511,HEPG2,0.209,0.722
ZINC63557520,LSM-45629,BX471,HA1E,0.209,0.722
ZINC06196795,LSM-2365,MLS001065841,PC3,0.207,0.722
ZINC07780204,LSM-1404,Heat,PC3,0.207,0.722
ZINC22322064,LSM-5502,Astemizole,MCF7,0.207,0.722
ZINC19789300,LSM-40645,BRD-K61657561,A549,0.207,0.722
ZINC13134710,LSM-1960,Talniflumate,MCF7,0.205,0.722
ZINC20413205,LSM-1447,Felodipine,A375,0.205,0.722
ZINC39676556,LSM-1261,CHEMBL3084797,A375,0.205,0.722
ZINC39676557,LSM-1261,CHEMBL3084797,A375,0.205,0.722
ZINC39446425,LSM-1801,AC1MD3YP,PC3,0.204,0.722
ZINC04508359,LSM-45914,Tonabersat,YAPC,0.201,0.722
ZINC09884367,LSM-4618,CHEMBL1612418,VCAP,0.198,0.722
ZINC33812602,LSM-45289,Mirodenafil (dihydrochloride),HELA,0.198,0.722
ZINC11855711,LSM-45289,Mirodenafil (dihydrochloride),HELA,0.198,0.722
ZINC47873472,LSM-45727,Lisofylline,HT29,0.197,0.722
ZINC50053236,LSM-4475,352208-42-5,PHH,0.195,0.722
ZINC14742438,LSM-2184,KUC104131,A549,0.195,0.722
ZINC18707824,LSM-2518,CHEMBL1358228,A549,0.195,0.722
ZINC07746694,LSM-4731,25589-40-6,NPC,0.194,0.722
ZINC39597930,LSM-3182,SCHEMBL2559280,HA1E,0.194,0.722
ZINC39597934,LSM-3182,SCHEMBL2559280,HA1E,0.194,0.722
ZINC64370096,LSM-4637,STK218951,PC3,0.192,0.722
ZINC57043380,LSM-4090,Melperone,HCC515,0.192,0.722
ZINC57043384,LSM-4090,Melperone,HCC515,0.192,0.722
ZINC02259287,LSM-5007,Nadifloxacin,PC3,0.188,0.722
ZINC04809662,LSM-3328,YM-298198,NPC,0.187,0.722
ZINC64773136,LSM-3245,VU0405166-2,VCAP,0.186,0.722
ZINC45442031,LSM-3245,VU0405166-2,VCAP,0.186,0.722
ZINC36601345,LSM-4303,MAYBRIDGE4_002839,ASC,0.186,0.722
ZINC49072655,LSM-36716,NCGC00170233-01,MCF7,0.185,0.722
ZINC33779013,LSM-39615,BRD-K42576592,VCAP,0.184,0.722
ZINC41834252,LSM-45738,,MCF7,0.183,0.722
ZINC03101239,LSM-44746,BRD-K34836852,PC3,0.182,0.722
ZINC11854619,LSM-4082,SR-02000000241,A375,0.182,0.722
ZINC39668754,LSM-3121,GR-103691,MCF7,0.177,0.722
ZINC39668755,LSM-3121,GR-103691,MCF7,0.177,0.722
ZINC35747292,LSM-41900,BRD-K84797952,A375,0.177,0.722
ZINC49486203,LSM-40043,BRD-K50011261,VCAP,0.175,0.722
ZINC03842057,LSM-2596,CHEMBL1271221,A549,0.174,0.722
ZINC43261674,LSM-37348,BRD-K01312966,VCAP,0.173,0.722
ZINC38556149,LSM-5815,Cinacalcet,SKB,0.17,0.722
ZINC10216198,LSM-36715,CHEMDIV3_016432,HEPG2,0.17,0.722
ZINC17180781,LSM-36629,AK-968/11781209,PHH,0.165,0.722
ZINC08214820,LSM-2105,Limonin,A375,0.163,0.722
ZINC08214823,LSM-2105,Limonin,A375,0.163,0.722
ZINC10247628,LSM-6283,RG 108,MCF7,0.37,0.721
ZINC58264182,LSM-1166,PF-04217903,MCF7,0.367,0.721
ZINC67269578,LSM-5801,Dyclonine,MCF7,0.352,0.721
ZINC49055131,LSM-5971,Zaleplon,YAPC,0.344,0.721
ZINC38706110,LSM-3115,Epicatechin Gallate,MCF7,0.339,0.721
ZINC39666258,LSM-3081,CID 45259133,A375,0.339,0.721
ZINC39666260,LSM-3081,CID 45259133,A375,0.339,0.721
ZINC63970765,LSM-5013,KI-16425,MCF7,0.334,0.721
ZINC64176269,LSM-5013,KI-16425,MCF7,0.334,0.721
ZINC01129728,LSM-45975,Ivacaftor (VX-770),HA1E,0.334,0.721
ZINC07000883,LSM-4032,AC1LDBAO,MCF7,0.332,0.721
ZINC39685464,LSM-2087,CHEMBL300780,HEPG2,0.332,0.721
ZINC39685194,LSM-2087,CHEMBL300780,HEPG2,0.332,0.721
ZINC29902230,LSM-4213,MLS000715887,PC3,0.325,0.721
ZINC21582573,LSM-4213,MLS000715887,PC3,0.325,0.721
ZINC39683759,LSM-2586,Pipamperone,HCC515,0.325,0.721
ZINC39675467,LSM-2586,Pipamperone,HCC515,0.325,0.721
ZINC39675466,LSM-2586,Pipamperone,HCC515,0.325,0.721
ZINC39675468,LSM-2586,Pipamperone,HCC515,0.325,0.721
ZINC39667168,LSM-2586,Pipamperone,HCC515,0.325,0.721
ZINC09586633,LSM-3422,ASN 04454474,VCAP,0.324,0.721
ZINC06280462,LSM-3422,ASN 04454474,VCAP,0.324,0.721
ZINC36408789,LSM-4752,CHEMDIV3_007230,A549,0.323,0.721
ZINC09242865,LSM-2350,[6-Ethyl-2-methyl-3-(1-methylbenzimidazol-2-yl)-4-oxochromen-7-yl] acetate,VCAP,0.317,0.721
ZINC36014241,LSM-44813,BRD-K63158888,A375,0.316,0.721
ZINC36014247,LSM-44813,BRD-K63158888,A375,0.316,0.721
ZINC67462574,LSM-45107,ALD1-H_001117,NPC,0.315,0.721
ZINC34834350,LSM-40363,BRD-K56301236,HT29,0.315,0.721
ZINC13033594,LSM-4205,"Triazolothiadiazine, 7",A375,0.314,0.721
ZINC40175238,LSM-5521,3R14S-Ochratoxin a,SKB,0.312,0.721
ZINC38873217,LSM-3195,SB408124,VCAP,0.309,0.721
ZINC17097008,LSM-45708,Coluracetam,PC3,0.308,0.721
ZINC11065867,LSM-45708,Coluracetam,PC3,0.308,0.721
ZINC10210893,LSM-12024,BRD-K59472190,VCAP,0.304,0.721
ZINC36525842,LSM-6325,UNC0638,NPC,0.303,0.721
ZINC64031803,LSM-2294,SMR000093349,MCF7,0.299,0.721
ZINC63350097,LSM-1899,Estradiol Cypionate,HEPG2,0.299,0.721
ZINC36155088,LSM-43059,Panobinostat,HA1E,0.299,0.721
ZINC20154788,LSM-43059,Panobinostat,HA1E,0.299,0.721
ZINC22313522,LSM-45710,Mubritinib (TAK 165),YAPC,0.298,0.721
ZINC14682602,LSM-4641,4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide,PC3,0.298,0.721
ZINC12550766,LSM-2182,Zolantidine,HEPG2,0.298,0.721
ZINC09168315,LSM-1587,MLS001060837,VCAP,0.297,0.721
ZINC44671335,LSM-2270,BIO2_000029,HCC515,0.297,0.721
ZINC39467477,LSM-38064,BRD-K15234288,VCAP,0.296,0.721
ZINC39232116,LSM-4581,CHEMDIV3_001301,PC3,0.296,0.721
ZINC09593822,LSM-3990,VU0418934-2,MCF7,0.296,0.721
ZINC38489897,LSM-3990,VU0418934-2,MCF7,0.296,0.721
ZINC20561793,LSM-2292,Vardenafil,A549,0.296,0.721
ZINC04767041,LSM-2292,Vardenafil,A549,0.296,0.721
ZINC36108718,LSM-42804,KN93,NPC,0.295,0.721
ZINC39793755,LSM-10798,BRD-K39066612,VCAP,0.293,0.721
ZINC20190859,LSM-1209,GW620972X,ASC,0.293,0.721
ZINC61963284,LSM-40916,BRD-K66783461,MCF7,0.292,0.721
